step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,log_amount,hour,is_night,is_weekend,sender_freq,receiver_freq,orig_is_merchant,dest_is_merchant,orig_balance_change,dest_balance_change,sender_error,receiver_error,total_balance_error,amount_to_oldbalance_orig_ratio,amount_to_oldbalance_dest_ratio,Suspicious_ZeroOrig_AmountPos,Suspicious_DestNoIncrease,HighAmount_AND_NewOrigin,ZeroOrig_and_HighAmount,IsNight_AND_HighAmount,Both_NewAccounts,Empties_Origin_Account,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,amount_x_error
2,963532.14,963532.14,0.0,132382.57,1095914.71,1,13.778362161678364,2,1,0,1,19,0,0,-963532.14,963532.1399999999,0.0,0.0,0.0,1.0,7.278391256492452,0,0,1,0,1,0,1,False,True,False,False,False,0.0
2,14949.84,14949.84,0.0,0.0,0.0,1,9.612522764531356,2,1,0,1,4,0,0,-14949.84,0.0,0.0,14949.84,14949.84,1.0,0.0,0,1,0,0,0,0,1,False,False,False,False,True,223497716.02560002
2,14949.84,14949.84,0.0,18161.79,33111.63,1,9.612522764531356,2,1,0,1,6,0,0,-14949.84,14949.839999999997,0.0,7.275957614183426e-12,7.275957614183426e-12,1.0,0.8231479386117778,0,0,0,0,0,0,1,False,True,False,False,False,1.0877440217882395e-07
2,18627.02,18627.02,0.0,0.0,0.0,1,9.832422177754257,2,1,0,1,1,0,0,-18627.02,0.0,0.0,18627.02,18627.02,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,346965874.0804
2,18627.02,18627.02,0.0,147251.58,165878.6,1,9.832422177754257,2,1,0,1,7,0,0,-18627.02,18627.02000000002,0.0,2.9103830456733704e-11,2.9103830456733704e-11,1.0,0.12649792959776732,0,0,0,0,0,0,1,False,True,False,False,False,5.421176319941878e-07
3,10539.37,10539.37,0.0,0.0,0.0,1,9.262967925843537,3,1,0,1,1,0,0,-10539.37,0.0,0.0,10539.37,10539.37,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,111078319.99690002
3,10539.37,10539.37,0.0,0.0,10539.37,1,9.262967925843537,3,1,0,1,6,0,0,-10539.37,10539.37,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,False,True,False,False,False,0.0
3,22877.0,22877.0,0.0,0.0,0.0,1,10.03793102908562,3,1,0,1,1,0,0,-22877.0,0.0,0.0,22877.0,22877.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,523357129.0
3,22877.0,22877.0,0.0,0.0,22877.0,1,10.03793102908562,3,1,0,1,1,0,0,-22877.0,22877.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,0.0
4,10000000.0,12900000.0,2930418.44,0.0,0.0,1,16.118095750958314,4,1,0,1,1,0,0,-9969581.56,0.0,30418.43999999948,10000000.0,10030418.44,0.7751937984496124,0.0,0,1,1,0,1,1,0,False,False,False,False,True,100304184400000.0
4,10000000.0,10000000.0,0.0,0.0,9941904.21,1,16.118095750958314,4,1,0,1,21,0,0,-10000000.0,9941904.21,0.0,58095.789999999106,58095.789999999106,1.0,0.0,0,0,1,0,1,0,1,False,True,False,False,False,580957899999.9911
4,2930418.44,2930418.44,0.0,0.0,0.0,1,14.890656124331372,4,1,0,1,1,0,0,-2930418.44,0.0,0.0,2930418.44,2930418.44,1.0,0.0,0,1,1,0,1,1,1,False,False,False,False,True,8587352233492.033
4,2930418.44,2930418.44,0.0,3616012.1,6963508.84,1,14.890656124331372,4,1,0,1,36,0,0,-2930418.44,3347496.7399999998,0.0,417078.2999999998,417078.2999999998,1.0,0.8104006178519148,0,0,1,0,1,0,1,False,True,False,False,False,1222213941243.8513
4,169941.73,169941.73,0.0,0.0,0.0,1,12.04321677692185,4,1,0,1,2,0,0,-169941.73,0.0,0.0,169941.73,169941.73,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,28880191595.392902
4,169941.73,169941.73,0.0,0.0,169941.73,1,12.04321677692185,4,1,0,1,9,0,0,-169941.73,169941.73,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,False,True,False,False,False,0.0
4,13707.11,13707.11,0.0,0.0,0.0,1,9.525742907473537,4,1,0,1,6,0,0,-13707.11,0.0,0.0,13707.11,13707.11,1.0,0.0,0,1,0,0,0,0,1,False,False,False,False,True,187884864.5521
4,13707.11,13707.11,0.0,0.0,13707.11,1,9.525742907473537,4,1,0,1,6,0,0,-13707.11,13707.11,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,False,True,False,False,False,0.0
4,86070.17,86070.17,0.0,0.0,0.0,1,11.362929791137743,4,1,0,1,1,0,0,-86070.17,0.0,0.0,86070.17,86070.17,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,7408074163.828899
4,86070.17,86070.17,0.0,0.0,86070.17,1,11.362929791137743,4,1,0,1,6,0,0,-86070.17,86070.17,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,False,True,False,False,False,0.0
5,120074.73,120074.73,0.0,0.0,0.0,1,11.69587790604817,5,1,0,1,1,0,0,-120074.73,0.0,0.0,120074.73,120074.73,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,14417940784.572899
5,120074.73,120074.73,0.0,0.0,120074.73,1,11.69587790604817,5,1,0,1,6,0,0,-120074.73,120074.73,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,False,True,False,False,False,0.0
5,60726.57,60726.57,0.0,0.0,0.0,1,11.014153074918012,5,1,0,1,1,0,0,-60726.57,0.0,0.0,60726.57,60726.57,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,3687716303.9649
5,60726.57,60726.57,0.0,13000000.0,13100000.0,1,11.014153074918012,5,1,0,1,20,0,0,-60726.57,100000.0,0.0,39273.4299999997,39273.4299999997,1.0,0.004671274615384615,0,0,0,0,0,0,1,False,True,False,False,False,2384940696.035082
5,10119.47,10119.47,0.0,0.0,0.0,1,9.222315384450775,5,1,0,1,1,0,0,-10119.47,0.0,0.0,10119.47,10119.47,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,102403673.08089998
5,10119.47,10119.47,0.0,0.0,10119.47,1,9.222315384450775,5,1,0,1,1,0,0,-10119.47,10119.47,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,0.0
6,33332.86,33332.86,0.0,0.0,0.0,1,10.4143289761773,6,1,0,1,1,0,0,-33332.86,0.0,0.0,33332.86,33332.86,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,1111079555.7796001
6,33332.86,33332.86,0.0,31002.0,0.0,1,10.4143289761773,6,1,0,1,6,0,0,-33332.86,-31002.0,0.0,64334.86,64334.86,1.0,1.075184181665699,0,1,0,0,0,0,1,False,True,False,False,False,2144464881.4996002
6,25975.86,25975.86,0.0,0.0,0.0,1,10.164961420718473,6,1,0,1,1,0,0,-25975.86,0.0,0.0,25975.86,25975.86,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,674745302.7396001
6,25975.86,25975.86,0.0,98152.0,28041.27,1,10.164961420718473,6,1,0,1,2,0,0,-25975.86,-70110.73,0.0,96086.59,96086.59,1.0,0.26464931942293585,0,1,0,0,0,1,1,False,True,False,False,False,2495931809.7174
6,26768.5,26768.5,0.0,0.0,0.0,1,10.195018458715763,6,1,0,1,2,0,0,-26768.5,0.0,0.0,26768.5,26768.5,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,716552592.25
6,26768.5,26768.5,0.0,101976.0,128744.5,1,10.195018458715763,6,1,0,1,2,0,0,-26768.5,26768.5,0.0,0.0,0.0,1.0,0.2624980387542167,0,0,0,0,0,1,1,False,True,False,False,False,0.0
6,30521.02,30521.02,0.0,0.0,0.0,1,10.32620366931566,6,1,0,1,1,0,0,-30521.02,0.0,0.0,30521.02,30521.02,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,931532661.8404
6,30521.02,30521.02,0.0,0.0,30521.02,1,10.32620366931566,6,1,0,1,2,0,0,-30521.02,30521.02,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,0.0
6,216422.0,216422.0,0.0,0.0,0.0,1,12.28499010496469,6,1,0,1,1,0,0,-216422.0,0.0,0.0,216422.0,216422.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,46838482084.0
6,216422.0,216422.0,0.0,10097.0,48630.5,1,12.28499010496469,6,1,0,1,5,0,0,-216422.0,38533.5,0.0,177888.5,177888.5,1.0,21.434287412102606,0,0,0,0,0,0,1,False,True,False,False,False,38498984947.0
6,17320.91,17320.91,0.0,0.0,0.0,1,9.759727453172609,6,1,0,1,1,0,0,-17320.91,0.0,0.0,17320.91,17320.91,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,300013923.2281
6,17320.91,17320.91,0.0,6244.44,0.0,1,9.759727453172609,6,1,0,1,2,0,0,-17320.91,-6244.44,0.0,23565.35,23565.35,1.0,2.7738131842086724,0,1,0,0,0,1,1,False,True,False,False,False,408173306.46849996
6,17246.0,17246.0,0.0,0.0,101717.84,1,9.7553934942914,6,1,0,1,2,0,0,-17246.0,101717.84,0.0,84471.84,84471.84,1.0,0.0,0,0,0,0,0,1,1,False,False,False,False,True,1456801352.6399999
6,17246.0,17246.0,0.0,0.0,17246.0,1,9.7553934942914,6,1,0,1,1,0,0,-17246.0,17246.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,0.0
6,10565.0,10565.0,0.0,0.0,0.0,1,9.26539657772426,6,1,0,1,2,0,0,-10565.0,0.0,0.0,10565.0,10565.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,111619225.0
6,10565.0,10565.0,0.0,36275.0,24380.72,1,9.26539657772426,6,1,0,1,2,0,0,-10565.0,-11894.279999999999,0.0,22459.28,22459.28,1.0,0.2912474155754652,0,1,0,0,0,1,1,False,True,False,False,False,237282293.2
6,10224.0,10224.0,0.0,0.0,0.0,1,9.232590980911002,6,1,0,1,1,0,0,-10224.0,0.0,0.0,10224.0,10224.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,104530176.0
6,10224.0,10224.0,0.0,0.0,10224.0,1,9.232590980911002,6,1,0,1,1,0,0,-10224.0,10224.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,0.0
6,85354.69,85354.69,0.0,0.0,0.0,1,11.35458239266713,6,1,0,1,1,0,0,-85354.69,0.0,0.0,85354.69,85354.69,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,7285423104.9961
6,85354.69,85354.69,0.0,11170.0,10612.55,1,11.35458239266713,6,1,0,1,2,0,0,-85354.69,-557.4500000000007,0.0,85912.14,85912.14,1.0,7.641422560429723,0,1,0,0,0,1,1,False,True,False,False,False,7333004076.9366
6,13704.0,13704.0,0.0,0.0,1658746.09,1,9.525516008736886,6,1,0,1,3,0,0,-13704.0,1658746.09,0.0,1645042.09,1645042.09,1.0,0.0,0,0,0,0,0,0,1,False,False,False,False,True,22543656801.36
6,13704.0,13704.0,0.0,3382.84,143675.35,1,9.525516008736886,6,1,0,1,3,0,0,-13704.0,140292.51,0.0,126588.51000000001,126588.51000000001,1.0,4.051034042402241,0,0,0,0,0,0,1,False,True,False,False,False,1734768941.0400002
7,262434.54,262434.54,0.0,0.0,0.0,1,12.477760768953793,7,0,0,1,1,0,0,-262434.54,0.0,0.0,262434.54,262434.54,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,68871887785.01158
7,262434.54,262434.54,0.0,19525.79,438233.86,1,12.477760768953793,7,0,0,1,6,0,0,-262434.54,418708.07,0.0,156273.53000000003,156273.53000000003,1.0,13.440405740305513,0,0,0,0,0,0,1,False,True,False,False,False,41011571959.726204
7,21729.0,21729.0,0.0,0.0,0.0,1,9.986449073250474,7,0,0,1,1,0,0,-21729.0,0.0,0.0,21729.0,21729.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,472149441.0
7,21729.0,21729.0,0.0,27335.0,0.0,1,9.986449073250474,7,0,0,1,1,0,0,-21729.0,-27335.0,0.0,49064.0,49064.0,1.0,0.7949149442107188,0,1,0,0,0,1,1,False,True,False,False,False,1066111656.0
7,5460002.91,5460002.91,0.0,0.0,0.0,1,15.512960063838047,7,0,0,1,1,0,0,-5460002.91,0.0,0.0,5460002.91,5460002.91,1.0,0.0,0,1,1,0,0,1,1,False,False,False,False,True,29811631777208.47
7,5460002.91,5460002.91,0.0,0.0,9281535.44,1,15.512960063838047,7,0,0,1,2,0,0,-5460002.91,9281535.44,0.0,3821532.5299999993,3821532.5299999993,1.0,0.0,0,0,1,0,0,1,1,False,True,False,False,False,20865578734459.66
7,164.0,164.0,0.0,0.0,0.0,1,5.10594547390058,7,0,0,1,1,0,0,-164.0,0.0,0.0,164.0,164.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,26896.0
7,164.0,164.0,0.0,4068.0,0.0,1,5.10594547390058,7,0,0,1,1,0,0,-164.0,-4068.0,0.0,4232.0,4232.0,1.0,0.04031465093411996,0,1,0,0,0,1,1,False,True,False,False,False,694048.0
7,21571.0,21571.0,0.0,0.0,0.0,1,9.979151456457117,7,0,0,1,1,0,0,-21571.0,0.0,0.0,21571.0,21571.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,465308041.0
7,21571.0,21571.0,0.0,30797.41,71140.3,1,9.979151456457117,7,0,0,1,4,0,0,-21571.0,40342.89,0.0,18771.89,18771.89,1.0,0.7004160414788126,0,0,0,0,0,0,1,False,True,False,False,False,404928439.19
7,441445.58,441445.58,0.0,0.0,0.0,1,12.99781229510298,7,0,0,1,1,0,0,-441445.58,0.0,0.0,441445.58,441445.58,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,194874200101.5364
7,441445.58,441445.58,0.0,98993.5,0.0,1,12.99781229510298,7,0,0,1,1,0,0,-441445.58,-98993.5,0.0,540439.0800000001,540439.0800000001,1.0,4.459339047513221,0,1,0,0,0,1,1,False,True,False,False,False,238574443125.26645
8,181728.11,0.0,0.0,11397.0,184477.77,1,12.110272450688088,8,0,0,1,1,0,0,0.0,173080.77,181728.11,8647.339999999997,190375.44999999998,0.0,15.945258401333684,1,0,0,0,0,1,1,False,True,False,False,False,34596570718.89949
8,222.0,222.0,0.0,0.0,267095.19,1,5.407171771460119,8,0,0,1,1,0,0,-222.0,267095.19,0.0,266873.19,266873.19,1.0,0.0,0,0,0,0,0,1,1,False,False,False,False,True,59245848.18
8,222.0,222.0,0.0,24708.0,171647.35,1,5.407171771460119,8,0,0,1,1,0,0,-222.0,146939.35,0.0,146717.35,146717.35,1.0,0.008984944147644487,0,0,0,0,0,1,1,False,True,False,False,False,32571251.700000003
8,1996.17,1996.17,0.0,0.0,0.0,1,7.599486457484196,8,0,0,1,1,0,0,-1996.17,0.0,0.0,1996.17,1996.17,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,3984694.6689000004
8,1996.17,1996.17,0.0,2559.74,4555.92,1,7.599486457484196,8,0,0,1,2,0,0,-1996.17,1996.1800000000003,0.0,0.010000000000218279,0.010000000000218279,1.0,0.7798331080500365,0,0,0,0,0,1,1,False,True,False,False,False,19.961700000435723
8,1078013.76,0.0,0.0,0.0,970749.68,1,13.890631722379608,8,0,0,1,1,0,0,0.0,970749.68,1078013.76,107264.07999999996,1185277.8399999999,0.0,0.0,1,0,1,1,0,1,1,False,False,False,False,True,1277745820943.0784
8,89631.24,89631.24,0.0,0.0,0.0,1,11.403470355671388,8,0,0,1,1,0,0,-89631.24,0.0,0.0,89631.24,89631.24,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,8033759183.937601
8,89631.24,89631.24,0.0,21175.0,0.0,1,11.403470355671388,8,0,0,1,1,0,0,-89631.24,-21175.0,0.0,110806.24,110806.24,1.0,4.232880283353011,0,1,0,0,0,1,1,False,True,False,False,False,9931700690.937601
8,29707.86,29707.86,0.0,0.0,0.0,1,10.299200596801589,8,0,0,1,1,0,0,-29707.86,0.0,0.0,29707.86,29707.86,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,882556945.7796
8,29707.86,29707.86,0.0,10935.0,0.0,1,10.299200596801589,8,0,0,1,1,0,0,-29707.86,-10935.0,0.0,40642.86,40642.86,1.0,2.7167681755829904,0,1,0,0,0,1,1,False,True,False,False,False,1207412394.8796
8,43092.0,43092.0,0.0,0.0,0.0,1,10.67111584990838,8,0,0,1,1,0,0,-43092.0,0.0,0.0,43092.0,43092.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,1856920464.0
8,43092.0,43092.0,0.0,660641.74,1158662.9,1,10.67111584990838,8,0,0,1,1,0,0,-43092.0,498021.1599999999,0.0,454929.1599999999,454929.1599999999,1.0,0.06522748623179637,0,0,0,0,0,1,1,False,True,False,False,False,19603807362.719997
9,556218.01,556218.01,0.0,0.0,0.0,1,13.228917398551046,9,0,0,1,1,0,0,-556218.01,0.0,0.0,556218.01,556218.01,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,309378474648.3601
9,556218.01,556218.01,0.0,0.0,582265.81,1,13.228917398551046,9,0,0,1,2,0,0,-556218.01,582265.81,0.0,26047.800000000047,26047.800000000047,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,14488255480.878027
9,11308.0,11308.0,0.0,0.0,0.0,1,9.333354147871328,9,0,0,1,1,0,0,-11308.0,0.0,0.0,11308.0,11308.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,127870864.0
9,11308.0,11308.0,0.0,0.0,302550.56,1,9.333354147871328,9,0,0,1,1,0,0,-11308.0,302550.56,0.0,291242.56,291242.56,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,3293370868.48
9,350705.74,350705.74,0.0,0.0,1184633.07,1,12.767705654649038,9,0,0,1,1,0,0,-350705.74,1184633.07,0.0,833927.3300000001,833927.3300000001,1.0,0.0,0,0,0,0,0,1,1,False,False,False,False,True,292463101373.8742
9,350705.74,350705.74,0.0,894760.68,1794033.65,1,12.767705654649038,9,0,0,1,1,0,0,-350705.74,899272.9699999999,0.0,548567.23,548567.23,1.0,0.3919547962255113,0,0,0,0,0,1,1,False,True,False,False,False,192385676336.90018
9,2539898.07,2539898.07,0.0,0.0,261290.69,1,14.747634901984743,9,0,0,1,1,0,0,-2539898.07,261290.69,0.0,2278607.38,2278607.38,1.0,0.0,0,0,1,0,0,1,1,False,False,False,False,True,5787430486749.756
9,2539898.07,2539898.07,0.0,968.0,1842864.22,1,14.747634901984743,9,0,0,1,2,0,0,-2539898.07,1841896.22,0.0,698001.8499999999,698001.8499999999,1.0,2623.8616425619834,0,0,1,0,0,1,1,False,True,False,False,False,1772853551671.429
9,361559.69,361559.69,0.0,0.0,141302.12,1,12.798185190307473,9,0,0,1,1,0,0,-361559.69,141302.12,0.0,220257.57,220257.57,1.0,0.0,0,0,0,0,0,1,1,False,False,False,False,True,79636258729.3533
9,361559.69,361559.69,0.0,504667.31,189441.24,1,12.798185190307473,9,0,0,1,1,0,0,-361559.69,-315226.07,0.0,676785.76,676785.76,1.0,0.7164317617481505,0,1,0,0,0,1,1,False,True,False,False,False,244698449582.0144
9,1154353.99,1154353.99,0.0,0.0,10872.9,1,13.95905229573018,9,0,0,1,1,0,0,-1154353.99,10872.9,0.0,1143481.09,1143481.09,1.0,0.0,0,0,1,0,0,1,1,False,False,False,False,True,1319981958731.049
9,1154353.99,1154353.99,0.0,162222.0,1965587.6,1,13.95905229573018,9,0,0,1,1,0,0,-1154353.99,1803365.6,0.0,649011.6100000001,649011.6100000001,1.0,7.115890508069189,0,0,1,0,0,1,1,False,True,False,False,False,749189141559.824
9,21922.0,21922.0,0.0,0.0,0.0,1,9.995291593011165,9,0,0,1,1,0,0,-21922.0,0.0,0.0,21922.0,21922.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,480574084.0
9,21922.0,21922.0,0.0,1929861.61,2046918.8,1,9.995291593011165,9,0,0,1,1,0,0,-21922.0,117057.18999999994,0.0,95135.18999999994,95135.18999999994,1.0,0.011359363742149365,0,0,0,0,0,1,1,False,True,False,False,False,2085553635.1799989
9,994453.2,1437370.87,442917.67,194812.76,665743.67,1,13.809949322922566,9,0,0,1,1,0,0,-994453.2000000002,470930.91000000003,2.3283064365386963e-10,523522.2899999999,523522.29000000015,0.6918556795296679,5.10466152217134,0,0,1,0,0,1,0,False,False,False,False,True,520618416561.8281
9,1055.0,1055.0,0.0,0.0,0.0,1,6.962243464266207,9,0,0,1,1,0,0,-1055.0,0.0,0.0,1055.0,1055.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,1113025.0
9,1055.0,1055.0,0.0,75179.0,0.0,1,6.962243464266207,9,0,0,1,1,0,0,-1055.0,-75179.0,0.0,76234.0,76234.0,1.0,0.014033174157677011,0,1,0,0,0,1,1,False,True,False,False,False,80426870.0
9,244068.01,244068.01,0.0,0.0,0.0,1,12.40520629215593,9,0,0,1,1,0,0,-244068.01,0.0,0.0,244068.01,244068.01,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,59569193505.36011
9,244068.01,244068.01,0.0,0.0,338538.16,1,12.40520629215593,9,0,0,1,1,0,0,-244068.01,338538.16,0.0,94470.14999999997,94470.14999999997,1.0,0.0,0,0,0,0,0,1,1,False,True,False,False,False,23057141514.901493
10,59835.0,59835.0,0.0,0.0,0.0,1,10.999362765494352,10,0,0,1,1,0,0,-59835.0,0.0,0.0,59835.0,59835.0,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,3580227225.0
10,59835.0,59835.0,0.0,255480.76,315315.76,1,10.999362765494352,10,0,0,1,1,0,0,-59835.0,59835.0,0.0,0.0,0.0,1.0,0.2342055033811548,0,0,0,0,0,1,1,False,True,False,False,False,0.0
10,277970.88,0.0,0.0,0.0,277970.88,1,12.535275236477522,10,0,0,1,1,0,0,0.0,277970.88,277970.88,0.0,277970.88,0.0,0.0,1,0,0,0,0,1,1,False,True,False,False,False,77267810127.9744
10,93810.76,93810.76,0.0,0.0,0.0,1,11.44904550027009,10,0,0,1,1,0,0,-93810.76,0.0,0.0,93810.76,93810.76,1.0,0.0,0,1,0,0,0,1,1,False,False,False,False,True,8800458691.7776
10,93810.76,93810.76,0.0,4096048.05,4189858.81,1,11.44904550027009,10,0,0,1,1,0,0,-93810.76,93810.76000000024,0.0,4.656612873077393e-10,4.656612873077393e-10,1.0,0.022902748906961673,0,0,0,0,0,1,1,False,True,False,False,False,4.368403926491737e-05
